curriculum,qualification_responsible_position,name_responsible,degree_reponsible,program_responsible,institute_responsible,year_graduate_responsible
วศ.บ.วิศวกรรมโยธา 66,ผู้ช่วยศาสตราจารย์,สายันต์ ศิริมนตรี,วศ.บ.,วิศวกรรมโยธา,มหาวิทยาลัยขอนแก่น,2532
วศ.บ.วิศวกรรมโยธา 66,อาจารย์,วรุณศักดิ์ เลี่ยมแหลม,D.Eng.,Environmental Engineering,Asian Institute of Technology,2550
วศ.บ.วิศวกรรมโยธา 66,อาจารย์,วรุณศักดิ์ เลี่ยมแหลม,M.Eng.,Water and Wastewater Engineering,Asian Institute of Technology,2546
วศ.บ.วิศวกรรมโยธา 66,อาจารย์,วรุณศักดิ์ เลี่ยมแหลม,วศ.บ.,วิศวกรรมสิ่งแวดล้อม,มหาวิทยาลัยเชียงใหม่,2544
วศ.บ.วิศวกรรมโยธา 66,ผู้ช่วยศาสตราจารย์,กฤษฏา ไชยสาร,Ph.D.,Civil Engineering,"University of Cambridge, UK",2557
วศ.บ.วิศวกรรมโยธา 66,ผู้ช่วยศาสตราจารย์,กฤษฏา ไชยสาร,M.Eng.,Civil Engineering,"University of Cambridge, UK",2550
วศ.บ.วิศวกรรมโยธา 66,ผู้ช่วยศาสตราจารย์,กฤษฏา ไชยสาร,B.A.,Civil Engineering,"University of Cambridge, UK",2549
วศ.บ.วิศวกรรมโยธา 66,ผู้ช่วยศาสตราจารย์,ชนะชัย ทองโฉม,ปร.ด.,วิศวกรรมโยธา,จุฬาลงกรณ์มหาวิทยาลัย,2562
วศ.บ.วิศวกรรมโยธา 66,ผู้ช่วยศาสตราจารย์,ชนะชัย ทองโฉม,วศ.บ.,วิศวกรรมโยธา,มหาวิทยาลัยธรรมศาสตร์,2556
TEP วศ.บ.ไฟฟ้า 68,อาจารย์,พรระพีพัฒน์ ภาสบุตร,D.Eng.,Electrical Engineering,Asian Institute of Technology,2550
TEP วศ.บ.ไฟฟ้า 68,อาจารย์,พรระพีพัฒน์ ภาสบุตร,M.Eng.,Electrical Engineering,Asian Institute of Technology,2544
TEP วศ.บ.ไฟฟ้า 68,อาจารย์,พรระพีพัฒน์ ภาสบุตร,วศ.บ.,"Electrical Engineering (Power Systems, Energy Management)",Thammasat University,2539
TEP วศ.บ.ไฟฟ้า 68,ผู้ช่วยศาสตราจารย์,จักราวุธ เดชวิเศษ,Ph.D,Electrical Engineering,"Imperial College London, United Kingdom",2555
TEP วศ.บ.ไฟฟ้า 68,ผู้ช่วยศาสตราจารย์,จักราวุธ เดชวิเศษ,M.Phil.,Electrical Engineering,"Imperial College London, United Kingdom",2546
TEP วศ.บ.ไฟฟ้า 68,ผู้ช่วยศาสตราจารย์,จักราวุธ เดชวิเศษ,วศ.ม.,วิศวกรรมไฟฟ้า,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบังสถาบัน,2538
TEP วศ.บ.ไฟฟ้า 68,ผู้ช่วยศาสตราจารย์,จักราวุธ เดชวิเศษ,วศ.บ.,วิศวกรรมไฟฟ้า,เทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,2535
TEP วศ.บ.ไฟฟ้า 68,ผู้ช่วยศาสตราจารย์,ปรีติโอวาทชัยพงศ์,Ph.D.,Physics,"University of California, Santa Barbara, U.S.A.",2559
TEP วศ.บ.ไฟฟ้า 68,ผู้ช่วยศาสตราจารย์,ปรีติโอวาทชัยพงศ์,M.Sc.,Physics,"University of California, Santa Barbara, U.S.A.",2556
TEP วศ.บ.ไฟฟ้า 68,ผู้ช่วยศาสตราจารย์,ปรีติโอวาทชัยพงศ์,B.S.,Engineering Physics,"University of Illinois at Urbana-Champaign, U.S.A.",2553
TEP วศ.บ.ไฟฟ้า 68,ศาสตราจารย์,Matthew Priestley(มหาวิทยาลัยแห่งนิวเซาท์เวลส์),Ph.D.,Electrical Engineering,"University of New South Wales, Australia",2562
TEP วศ.บ.ไฟฟ้า 68,ศาสตราจารย์,Matthew Priestley(มหาวิทยาลัยแห่งนิวเซาท์เวลส์),Ph.D.,Electrical Engineering,"James Cook University (JCU), 2556 Australia",2556
TEP วศ.บ.ไฟฟ้า 68,ผู้ช่วยศาสตราจารย์,Steve Greedy(มหาวิทยาลัยแห่งนอตติงแฮม),Ph.D.,Electrical & Electronic Engineering,"The University of Nottingham,UK",2545
TEP วศ.บ.ไฟฟ้า 68,ผู้ช่วยศาสตราจารย์,Steve Greedy(มหาวิทยาลัยแห่งนอตติงแฮม),M.Eng.,Electrical & Electronic Engineering,"The University of Nottingham,UK",2541
วศ.บ.วิศวกรรมอุตสาหการ 66,ผู้ช่วยศาสตราจารย์,นริศ เจริญพร,วศ.ม.,วิศวกรรมอุตสาหการ,จุฬาลงกรณ์มหาวิทยาลัย,2535
วศ.บ.วิศวกรรมอุตสาหการ 66,ผู้ช่วยศาสตราจารย์,นริศ เจริญพร,วศ.บ.,วิศวกรรมเกษตร,มหาวิทยาลัยเกษตรศาสตร์,2531
วศ.บ.วิศวกรรมอุตสาหการ 66,ผู้ช่วยศาสตราจารย์,ปาริชาต ชื่นวัฒนกุล,M.Eng.,Industrial Engineering and Management,Asian Institute of Technology,2535
วศ.บ.วิศวกรรมอุตสาหการ 66,ผู้ช่วยศาสตราจารย์,ปาริชาต ชื่นวัฒนกุล,วศ.บ.,วิศวกรรมอุตสาหการ,มหาวิทยาลัยขอนแก่น,2532
วศ.บ.วิศวกรรมอุตสาหการ 66,ผู้ช่วยศาสตราจารย์,วรารัตน์ กังสัมฤทธิ์,Ph.D.,Macromolecular science,"Case Western Reserve University, USA",2544
วศ.บ.วิศวกรรมอุตสาหการ 66,ผู้ช่วยศาสตราจารย์,วรารัตน์ กังสัมฤทธิ์,วท.ม.,วิทยาศาสตร์โพลิเมอร์,มหาวิทยาลัยมหิดล,2536
วศ.บ.วิศวกรรมอุตสาหการ 66,ผู้ช่วยศาสตราจารย์,วรารัตน์ กังสัมฤทธิ์,วท.บ.,เคมี,มหาวิทยาลัยขอนแก่น,2533
วศ.บ.วิศวกรรมอุตสาหการ 66,ผู้ช่วยศาสตราจารย์,อภิวัฒน์ มุตตามระ,D.Eng.,Material Science,"Nagaoka University of Technology, Japan",2547
วศ.บ.วิศวกรรมอุตสาหการ 66,ผู้ช่วยศาสตราจารย์,อภิวัฒน์ มุตตามระ,วศ.บ.,วิศวกรรมอุตสาหการ,มหาวิทยาลัยเกษตรศาสตร์,2535
วศ.บ.วิศวกรรมอุตสาหการ 66,ผู้ช่วยศาสตราจารย์,วุฒินันท์ นุ่นแก้ว,ปร.ด.,วิศวกรรมศาสตร์,มหาวิทยาลัยธรรมศาสตร์,2556
วศ.บ.วิศวกรรมอุตสาหการ 66,ผู้ช่วยศาสตราจารย์,วุฒินันท์ นุ่นแก้ว,วศ.ม.,วิศวกรรมอุตสาหการ,มหาวิทยาลัยธรรมศาสตร์,2552
วศ.บ.วิศวกรรมอุตสาหการ 66,ผู้ช่วยศาสตราจารย์,วุฒินันท์ นุ่นแก้ว,วศ.บ.,วิศวกรรมอุตสาหการ,มหาวิทยาลัยธรรมศาสตร์,2550
วศ.บ.วิศวกรรมไฟฟ้า 66,ศาสตราจารย์,สัญญา มิตรเอม,Ph.D.,Electrical Engineering,"University of Southern California, USA",2542
วศ.บ.วิศวกรรมไฟฟ้า 66,ศาสตราจารย์,สัญญา มิตรเอม,M.S.,Electrical Engineering,"University of Southern California, USA",2535
วศ.บ.วิศวกรรมไฟฟ้า 66,ศาสตราจารย์,สัญญา มิตรเอม,วศ.บ.,วิศวกรรมระบบควบคุม,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,2533
วศ.บ.วิศวกรรมไฟฟ้า 66,ผู้ช่วยศาสตราจารย์,จรี ไชยชาญ,Ph.D.,Biomedical Engineering,"University of Southern California, USA",2550
วศ.บ.วิศวกรรมไฟฟ้า 66,ผู้ช่วยศาสตราจารย์,จรี ไชยชาญ,M.S.,Biomedical Engineering,"University of Southern California, USA",2549
วศ.บ.วิศวกรรมไฟฟ้า 66,ผู้ช่วยศาสตราจารย์,จรี ไชยชาญ,M.Eng.,Telecommunications,Asian Institute of Technology,2536
วศ.บ.วิศวกรรมไฟฟ้า 66,ผู้ช่วยศาสตราจารย์,จรี ไชยชาญ,B.Eng.,Electrical Engineering,Khon Kaen University,2532
วศ.บ.วิศวกรรมไฟฟ้า 66,อาจารย์,พงษ์ศักดิ์ มหาโชคเลิศวัฒนา,Ph.D.,Electrical Engineering,"The Ohio State University, USA",2550
วศ.บ.วิศวกรรมไฟฟ้า 66,อาจารย์,พงษ์ศักดิ์ มหาโชคเลิศวัฒนา,M.S.,Electrical Engineering,"The Ohio State University, USA",2545
วศ.บ.วิศวกรรมไฟฟ้า 66,อาจารย์,พงษ์ศักดิ์ มหาโชคเลิศวัฒนา,M.Eng.,Electrical Engineering,"Kyoto University, Japan",2537
วศ.บ.วิศวกรรมไฟฟ้า 66,อาจารย์,พงษ์ศักดิ์ มหาโชคเลิศวัฒนา,B.Eng.,Electrical Engineering,"Kyoto University, Japan",2535
วศ.บ.วิศวกรรมไฟฟ้า 66,ผู้ช่วยศาสตราจารย์,ศุภชัย วรพจน์พิศุทธิ์,D.Eng.,Control Engineering,"Tokyo Institute of Technology, Japan",2545
วศ.บ.วิศวกรรมไฟฟ้า 66,ผู้ช่วยศาสตราจารย์,ศุภชัย วรพจน์พิศุทธิ์,วศ.ม.,วิศวกรรมไฟฟ้า,จุฬาลงกรณ์มหาวิทยาลัย,2538
วศ.บ.วิศวกรรมไฟฟ้า 66,ผู้ช่วยศาสตราจารย์,ศุภชัย วรพจน์พิศุทธิ์,วศ.บ.,วิศวกรรมไฟฟ้า,จุฬาลงกรณ์มหาวิทยาลัย,2533
วศ.บ.วิศวกรรมไฟฟ้า 66,ผู้ช่วยศาสตราจารย์,ไพบูลย์ นาคมหาชลาสินธุ์,Ph.D.,Electrical Engineering,"University of Florida, Gainesville, Florida, USA",2546
วศ.บ.วิศวกรรมไฟฟ้า 66,ผู้ช่วยศาสตราจารย์,ไพบูลย์ นาคมหาชลาสินธุ์,M.Eng.,Electrical Engineering,"University of Florida, Gainesville, Florida, USA",2537
วศ.บ.วิศวกรรมไฟฟ้า 66,ผู้ช่วยศาสตราจารย์,ไพบูลย์ นาคมหาชลาสินธุ์,วศ.บ.,วิศวกรรมระบบควบคุม,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,2534
วศ.บ.วิศวกรรมเครื่องกล 66,ผู้ช่วยศาสตราจารย์,อิศเรศ ธุชกัลยา,Ph.D.,Mechanical Engineering,University of Manchester,2553
วศ.บ.วิศวกรรมเครื่องกล 66,ผู้ช่วยศาสตราจารย์,อิศเรศ ธุชกัลยา,วศ.ม.,เทคโนโลยีพลังงาน,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,2543
วศ.บ.วิศวกรรมเครื่องกล 66,ผู้ช่วยศาสตราจารย์,อิศเรศ ธุชกัลยา,วศ.บ.,วิศวกรรมเครื่องกล,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,2541
วศ.บ.วิศวกรรมเครื่องกล 66,ผู้ช่วยศาสตราจารย์,บรรยงค์ รุ่งเรืองด้วยบุญ,Ph.D.,Mechanical Engineering,"Lehigh University, USA",2546
วศ.บ.วิศวกรรมเครื่องกล 66,ผู้ช่วยศาสตราจารย์,บรรยงค์ รุ่งเรืองด้วยบุญ,M.S.,Mechanical Engineering,"Lehigh University, USA",2543
วศ.บ.วิศวกรรมเครื่องกล 66,ผู้ช่วยศาสตราจารย์,บรรยงค์ รุ่งเรืองด้วยบุญ,วศ.บ.,วิศวกรรมเครื่องกล,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,2538
วศ.บ.วิศวกรรมเครื่องกล 66,ผู้ช่วยศาสตราจารย์,ดุลยโชติ ชลศึกษ์,Ph.D.,Mechanical Engineering,"Columbia University, USA",2544
วศ.บ.วิศวกรรมเครื่องกล 66,ผู้ช่วยศาสตราจารย์,ดุลยโชติ ชลศึกษ์,M.S.,Mechanical Engineering,"Columbia University, USA",
วศ.บ.วิศวกรรมเครื่องกล 66,ผู้ช่วยศาสตราจารย์,ดุลยโชติ ชลศึกษ์,วศ.บ.,วิศวกรรมเครื่องกล,จุฬาลงกรณ์มหาวิทยาลัย,
วศ.บ.วิศวกรรมเครื่องกล 66,ผู้ช่วยศาสตราจารย์,ชาญณรงค์ อัศวเทศานุภาพ,Ph.D.,Mechanical Engineering,"University of Southern California, USA",2550
วศ.บ.วิศวกรรมเครื่องกล 66,ผู้ช่วยศาสตราจารย์,ชาญณรงค์ อัศวเทศานุภาพ,วศ.ม.,วิศวกรรมเครื่องกล,จุฬาลงกรณ์มหาวิทยาลัย,2541
วศ.บ.วิศวกรรมเครื่องกล 66,ผู้ช่วยศาสตราจารย์,ชาญณรงค์ อัศวเทศานุภาพ,วศ.บ.,วิศวกรรมเครื่องกล,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,2538
วศ.บ.วิศวกรรมเครื่องกล 66,ผู้ช่วยศาสตราจารย์,สมศักดิ์ วงษ์ประดับไชย,Ph.D.,Engineering,มหาวิทยาลัยธรรมศาสตร์,2553
วศ.บ.วิศวกรรมเครื่องกล 66,ผู้ช่วยศาสตราจารย์,สมศักดิ์ วงษ์ประดับไชย,วศ.ม.,วิศวกรรมเครื่องกล,มหาวิทยาลัยธรรมศาสตร์,2549
วศ.บ.วิศวกรรมเครื่องกล 66,ผู้ช่วยศาสตราจารย์,สมศักดิ์ วงษ์ประดับไชย,วศ.บ.,วิศวกรรมเครื่องกล,มหาวิทยาลัยธรรมศาสตร์,2547
วศ.บ. วิศวกรรมยานยนฯ 66,ผู้ช่วยศาสตราจารย์,สนันตน์เขม อิชโรจน์,ปร.ด.,วิศวกรรมศาสตร์,มหาวิทยาลัยธรรมศาสตร์,2559
วศ.บ. วิศวกรรมยานยนฯ 66,ผู้ช่วยศาสตราจารย์,สนันตน์เขม อิชโรจน์,วศ.ม.,วิศวกรรมเคมี,มหาวิทยาลัยธรรมศาสตร์,2554
วศ.บ. วิศวกรรมยานยนฯ 66,ผู้ช่วยศาสตราจารย์,สนันตน์เขม อิชโรจน์,วศ.บ.,วิศวกรรมเคมี,มหาวิทยาลัยธรรมศาสตร์,2551
วศ.บ. วิศวกรรมยานยนฯ 66,อาจารย์,รังสรรค์ วรรณภพ,ปร.ด.,วิศวกรรมศาสตร์,มหาวิทยาลัยธรรมศาสตร์,2561
วศ.บ. วิศวกรรมยานยนฯ 66,อาจารย์,รังสรรค์ วรรณภพ,วศ.ม.,วิศวกรรมเครื่องกล,มหาวิทยาลัยธรรมศาสตร์,2552
วศ.บ. วิศวกรรมยานยนฯ 66,อาจารย์,รังสรรค์ วรรณภพ,วศ.บ.,วิศวกรรมอุตสาหการ,มหาวิทยาลัยธรรมศาสตร์,2548
วศ.บ. วิศวกรรมยานยนฯ 66,อาจารย์,วัชระ อมศิริ,วศ.ม.,วิศวกรรมไฟฟ้าและคอมพิวเตอร์,มหาวิทยาลัยธรรมศาสตร์,2559
วศ.บ. วิศวกรรมยานยนฯ 66,อาจารย์,วัชระ อมศิริ,วศ.บ.,วิศวกรรมไฟฟ้า,มหาวิทยาลัยธรรมศาสตร์,2557
วศ.บ. วิศวกรรมยานยนฯ 66,ผู้ช่วยศาสตราจารย์,วันชัย ไพจิตโรจนา,Ph.D.,Optoelectronics,"King’s College, University of London, UK",2545
วศ.บ. วิศวกรรมยานยนฯ 66,ผู้ช่วยศาสตราจารย์,วันชัย ไพจิตโรจนา,M.Sci.,Electrical Engineering Nonlinear,"University of Southern California, USA",2539
วศ.บ. วิศวกรรมยานยนฯ 66,ผู้ช่วยศาสตราจารย์,วันชัย ไพจิตโรจนา,M.Eng.,Optics,"Asian Institute of Technology, Thailand",2532
วศ.บ. วิศวกรรมยานยนฯ 66,ผู้ช่วยศาสตราจารย์,วันชัย ไพจิตโรจนา,B.Eng.,Computer Technology Telecommunication,King Mongkut’s Institute of Technology Ladkrabang,2528
วศ.บ. วิศวกรรมยานยนฯ 66,อาจารย์,ยุทธนา จงเจริญ,Ph.D.,"Electrical Engineering, Electronics and Computing","University of Newcastle upon Tyne, UK",2560
วศ.บ. วิศวกรรมยานยนฯ 66,อาจารย์,ยุทธนา จงเจริญ,M.Eng.,Electrical Engineering,Kasetsart University,2543
วศ.บ. วิศวกรรมยานยนฯ 66,อาจารย์,ยุทธนา จงเจริญ,B.Eng.,Electrical Engineering,Kasetsart University,2535
TU PINE วศ.บ.ไฟฟ้าเเละการจัดการอุตสาหกรรม 66,ผู้ช่วยศาสตราจารย์,นภดล อุชายภิชาติ,Ph.D.,Medical Signal Processing,Napier University U.K.,2548
TU PINE วศ.บ.ไฟฟ้าเเละการจัดการอุตสาหกรรม 66,ผู้ช่วยศาสตราจารย์,นภดล อุชายภิชาติ,M.Eng.,Mechatronics,Aisian Institute of Technology,2542
TU PINE วศ.บ.ไฟฟ้าเเละการจัดการอุตสาหกรรม 66,ผู้ช่วยศาสตราจารย์,นภดล อุชายภิชาติ,วศ.บ,วิศวกรรมไฟฟ้า,มหาวิทยาลัยเกษตรศาสตร์,2540
TU PINE วศ.บ.ไฟฟ้าเเละการจัดการอุตสาหกรรม 66,ผู้ช่วยศาสตราจารย์,ศุภวัฒน์ สุภัควงศ์,Ph.D.,Electrical Engineering,"Imperial College,U.K.",2553
TU PINE วศ.บ.ไฟฟ้าเเละการจัดการอุตสาหกรรม 66,ผู้ช่วยศาสตราจารย์,ศุภวัฒน์ สุภัควงศ์,M.S.,Electrical Engineering,"University of Virginia,USA",2548
TU PINE วศ.บ.ไฟฟ้าเเละการจัดการอุตสาหกรรม 66,ผู้ช่วยศาสตราจารย์,ศุภวัฒน์ สุภัควงศ์,B.S.,Electrical Engineering,"University of Virginia ,USA",2547
TU PINE วศ.บ.ไฟฟ้าเเละการจัดการอุตสาหกรรม 66,ผู้ช่วยศาสตราจารย์,นิติการ นิ่มสุข,Ph.D.,Physical Electronics,Tokyo Institute of Technology Japan.,2551
TU PINE วศ.บ.ไฟฟ้าเเละการจัดการอุตสาหกรรม 66,ผู้ช่วยศาสตราจารย์,นิติการ นิ่มสุข,M.Eng.,Physical Electronics,Tokyo Institute of Technology Japan.,2548
TU PINE วศ.บ.ไฟฟ้าเเละการจัดการอุตสาหกรรม 66,ผู้ช่วยศาสตราจารย์,นิติการ นิ่มสุข,B.Eng.,"Electrical and Electronic Engineering(Artificial Neural Networks, Pattern Recognition, Electronic Noses)",Tokyo Institute of Technology Japan.,2546
TU PINE วศ.บ.ไฟฟ้าเเละการจัดการอุตสาหกรรม 66,ผู้ช่วยศาสตราจารย์,ณัฐพงศ์ ตัณฑนุช,ปร.ด.,วิศวกรรมไฟฟ้า,จุฬาลงกรณ์มหาวิทยาลัย,2554
TU PINE วศ.บ.ไฟฟ้าเเละการจัดการอุตสาหกรรม 66,ผู้ช่วยศาสตราจารย์,ณัฐพงศ์ ตัณฑนุช,วศ.ม.,วิศวกรรมไฟฟ้า,จุฬาลงกรณ์มหาวิทยาลัย,2547
TU PINE วศ.บ.ไฟฟ้าเเละการจัดการอุตสาหกรรม 66,ผู้ช่วยศาสตราจารย์,ณัฐพงศ์ ตัณฑนุช,วศ.บ.,วิศวกรรมไฟฟ้า,จุฬาลงกรณ์มหาวิทยาลัย,2544
TU PINE วศ.บ.ไฟฟ้าเเละการจัดการอุตสาหกรรม 66,อาจารย์,ภัททิยา ทองเครือ,ปร.ด.,วิศวกรรมไฟฟ้า,มหาวิทยาลัยธรรมศาสตร์,2561
TU PINE วศ.บ.ไฟฟ้าเเละการจัดการอุตสาหกรรม 66,อาจารย์,ภัททิยา ทองเครือ,M.Eng.,Industrial and Manufacturing Engineering,Aisian Institute of Technology,2558
TU PINE วศ.บ.ไฟฟ้าเเละการจัดการอุตสาหกรรม 66,อาจารย์,ภัททิยา ทองเครือ,วศ.บ.,วิศวกรรมไฟฟ้า,มหาวิทยาลัยธรรมศาสตร์,2556
นิติศาสตรบัณฑิต ศูนย์ลำปาง (ปรับปรุง 66),รองศาสตราจารย์ ดร.,นิรมัย พิศแข มั่นจิตร,Doctorat,Droit Pullic,"Universite de Toulose I, France",2557
นิติศาสตรบัณฑิต ศูนย์ลำปาง (ปรับปรุง 66),รองศาสตราจารย์ ดร.,นิรมัย พิศแข มั่นจิตร,น.ม.,กฎหมายมหาชน,มหาวิทยาลัยธรรมศาสตร์,2548
นิติศาสตรบัณฑิต ศูนย์ลำปาง (ปรับปรุง 66),รองศาสตราจารย์ ดร.,นิรมัย พิศแข มั่นจิตร,น.บ.ท.,-,ส านักอบรมกฎหมายแห่งเนติบัณฑิตยสภา,2546
นิติศาสตรบัณฑิต ศูนย์ลำปาง (ปรับปรุง 66),รองศาสตราจารย์ ดร.,นิรมัย พิศแข มั่นจิตร,น.บ.,นิติศาสตร์,มหาวิทยาลัยธรรมศาสตร์,2544
นิติศาสตรบัณฑิต ศูนย์ลำปาง (ปรับปรุง 66),รองศาสตราจารย์ ดร.,สุรศักดิ์ บุญเรือง,Ph.D.,Nature Conservation Law,"University of Dundee, UK",2563
นิติศาสตรบัณฑิต ศูนย์ลำปาง (ปรับปรุง 66),รองศาสตราจารย์ ดร.,สุรศักดิ์ บุญเรือง,LL.M.,Environmental Law,"University of Sydney, Australia",2559
นิติศาสตรบัณฑิต ศูนย์ลำปาง (ปรับปรุง 66),รองศาสตราจารย์ ดร.,สุรศักดิ์ บุญเรือง,น.ม.,กฎหมายทรัพยากรธรรมชาติและสิ่งแวดล้อม,มหาวิทยาลัยธรรมศาสตร์,2555
นิติศาสตรบัณฑิต ศูนย์ลำปาง (ปรับปรุง 66),รองศาสตราจารย์ ดร.,สุรศักดิ์ บุญเรือง,น.บ.ท.,-,ส านักอบรมกฎหมายแห่งเนติบัณฑิตยสภา,2553
นิติศาสตรบัณฑิต ศูนย์ลำปาง (ปรับปรุง 66),รองศาสตราจารย์ ดร.,สุรศักดิ์ บุญเรือง,น.บ.,นิติศาสตร์,มหาวิทยาลัยธรรมศาสตร์,2552
นิติศาสตรบัณฑิต ศูนย์ลำปาง (ปรับปรุง 66),ผู้ช่วยศาสตราจารย์,เฉลิมวุฒิ ศรีพรหม,LL.M,International Civil andCommercial Law(Advanced Studies),"Leiden University, The Netherlands",2559
นิติศาสตรบัณฑิต ศูนย์ลำปาง (ปรับปรุง 66),ผู้ช่วยศาสตราจารย์,เฉลิมวุฒิ ศรีพรหม,น.ม.,กฎหมายเอกชน,มหาวิทยาลัยธรรมศาสตร์,2556
นิติศาสตรบัณฑิต ศูนย์ลำปาง (ปรับปรุง 66),ผู้ช่วยศาสตราจารย์,เฉลิมวุฒิ ศรีพรหม,น.บ.ท.,-,สำนักอบรมกฎหมายแห่งเนติบัณฑิตยสภา,2553
นิติศาสตรบัณฑิต ศูนย์ลำปาง (ปรับปรุง 66),ผู้ช่วยศาสตราจารย์,เฉลิมวุฒิ ศรีพรหม,น.บ.,นิติศาสตร์,มหาวิทยาลัยธรรมศาสตร์,2552
นิติศาสตรบัณฑิต ศูนย์ลำปาง (ปรับปรุง 66),อาจารย์ ดร.,ฐาปนันท์ นิพิฏฐกุล,DocteurenDroit(MentionTreshonorableavecFelicitations),Droit,"Universite des Sciences sociales,Toulouse, France",2547
นิติศาสตรบัณฑิต ศูนย์ลำปาง (ปรับปรุง 66),อาจารย์ ดร.,ฐาปนันท์ นิพิฏฐกุล,D.E.A.,Histoire de la Sciencejuridique européenne,"Universite Robert Schuman Strabourg,France",2541
นิติศาสตรบัณฑิต ศูนย์ลำปาง (ปรับปรุง 66),อาจารย์ ดร.,ฐาปนันท์ นิพิฏฐกุล,น.ม.,กฎหมายเอกชน,มหาวิทยาลัยธรรมศาสตร์,2538
นิติศาสตรบัณฑิต ศูนย์ลำปาง (ปรับปรุง 66),อาจารย์ ดร.,ฐาปนันท์ นิพิฏฐกุล,น.บ.,นิติศาสตร์,มหาวิทยาลัยธรรมศาสตร์,2532
นิติศาสตรบัณฑิต ศูนย์ลำปาง (ปรับปรุง 66),ผู้ช่วยศาสตราจารย์,กิตติพงศ์ กมลธรรมวงศ์,น.ม.,กฎหมายเอกชน,มหาวิทยาลัยธรรมศาสตร์,2548
นิติศาสตรบัณฑิต ศูนย์ลำปาง (ปรับปรุง 66),ผู้ช่วยศาสตราจารย์,กิตติพงศ์ กมลธรรมวงศ์,น.บ.,นิติศาสตร์,มหาวิทยาลัยธรรมศาสตร์,2541
นิติศาสตรบัณฑิต ท่าพระจันทร์ (ปรับปรุง 66),รองศาสตราจารย์ ดร.,พันธุ์ทิพย์ กาญจนะจิตรา-สายสุนทร,Doctorat,Nouveau régime,"Université Robert Schuman, France",2532
นิติศาสตรบัณฑิต ท่าพระจันทร์ (ปรับปรุง 66),รองศาสตราจารย์ ดร.,พันธุ์ทิพย์ กาญจนะจิตรา-สายสุนทร,D.E.A.,Droit international,"Université Robert Schuman, France",2527
นิติศาสตรบัณฑิต ท่าพระจันทร์ (ปรับปรุง 66),รองศาสตราจารย์ ดร.,พันธุ์ทิพย์ กาญจนะจิตรา-สายสุนทร,น.บ.,นิติศาสตร์,มหาวิทยาลัยธรรมศาสตร์,2522
นิติศาสตรบัณฑิต ท่าพระจันทร์ (ปรับปรุง 66),รองศาสตราจารย์ ดร.,สมเกียรติ วรปัญญาอนันต์,Doctorat,Droit Privé,"Université Robert Schuman, France",2536
นิติศาสตรบัณฑิต ท่าพระจันทร์ (ปรับปรุง 66),รองศาสตราจารย์ ดร.,สมเกียรติ วรปัญญาอนันต์,D.E.A.,Droit international,"Université Robert Schuman, France",2532
นิติศาสตรบัณฑิต ท่าพระจันทร์ (ปรับปรุง 66),รองศาสตราจารย์ ดร.,สมเกียรติ วรปัญญาอนันต์,น.บ.,นิติศาสตร์,มหาวิทยาลัยธรรมศาสตร์,2527
นิติศาสตรบัณฑิต ท่าพระจันทร์ (ปรับปรุง 66),ผู้ช่วยศาสตราจารย์,ธีระ สุธีวรางกูร,น.ม.,นิติศาสตร์,มหาวิทยาลัยธรรมศาสตร์,2540
นิติศาสตรบัณฑิต ท่าพระจันทร์ (ปรับปรุง 66),ผู้ช่วยศาสตราจารย์,ธีระ สุธีวรางกูร,น.บ.,นิติศาสตร์,มหาวิทยาลัยรามค าแหง,2533
นิติศาสตรบัณฑิต ท่าพระจันทร์ (ปรับปรุง 66),ผู้ช่วยศาสตราจารย์,ทวีศักดิ์ เอื้ออมรวนิช,LL.M.,International,"University of East Anglia, England",2548
นิติศาสตรบัณฑิต ท่าพระจันทร์ (ปรับปรุง 66),ผู้ช่วยศาสตราจารย์,ทวีศักดิ์ เอื้ออมรวนิช,น.ม.,Trade Law,จุฬาลงกรณ์มหาวิทยาลัย,2547
นิติศาสตรบัณฑิต ท่าพระจันทร์ (ปรับปรุง 66),ผู้ช่วยศาสตราจารย์,ทวีศักดิ์ เอื้ออมรวนิช,น.บ.ท.,กฎหมายเอกชนและธุรกิจ,เนติบัณฑิตยสภา,2545
นิติศาสตรบัณฑิต ท่าพระจันทร์ (ปรับปรุง 66),ผู้ช่วยศาสตราจารย์,ทวีศักดิ์ เอื้ออมรวนิช,น.บ.,นิติศาสตร์,มหาวิทยาลัยธรรมศาสตร์,2544
นิติศาสตรบัณฑิต ท่าพระจันทร์ (ปรับปรุง 66),ผู้ช่วยศาสตราจารย์,ทวีศักดิ์ เอื้ออมรวนิช,ร.บ.,รัฐศาสตรบัณฑิต,มหาวิทยาลัยสุโขทัยธรรมาธิราช,2543
